unix_timestamp,telecommand,norad_id,ground_station_lat,ground_station_lon,pass_event
1743306398,1: com_ping 10,62171,31.7619,-106.485,set
1743359353,1: com_ping 10,62171,31.7619,-106.485,rise
1743359478,1: com_ping 10,62171,31.7619,-106.485,peak
1743359604,1: com_ping 10,62171,31.7619,-106.485,set
1743393868,1: com_ping 10,62171,31.7619,-106.485,rise
1743394035,1: com_ping 10,62171,31.7619,-106.485,peak
1743394201,1: com_ping 10,62171,31.7619,-106.485,set
1743441503,1: com_ping 10,62171,31.7619,-106.485,rise
1743441660,1: com_ping 10,62171,31.7619,-106.485,peak
1743441818,1: com_ping 10,62171,31.7619,-106.485,set
1743476158,1: com_ping 10,62171,31.7619,-106.485,rise
1743476219,1: com_ping 10,62171,31.7619,-106.485,peak
1743476280,1: com_ping 10,62171,31.7619,-106.485,set
1743481708,1: com_ping 10,62171,31.7619,-106.485,rise
1743481817,1: com_ping 10,62171,31.7619,-106.485,peak
1743481927,1: com_ping 10,62171,31.7619,-106.485,set
1743529304,1: com_ping 10,62171,31.7619,-106.485,rise
1743529462,1: com_ping 10,62171,31.7619,-106.485,peak
1743529621,1: com_ping 10,62171,31.7619,-106.485,set
1743563878,1: com_ping 10,62171,31.7619,-106.485,rise
1743564041,1: com_ping 10,62171,31.7619,-106.485,peak
1743564203,1: com_ping 10,62171,31.7619,-106.485,set
1743611569,1: com_ping 10,62171,31.7619,-106.485,rise
1743611696,1: com_ping 10,62171,31.7619,-106.485,peak
1743611823,1: com_ping 10,62171,31.7619,-106.485,set
1743651724,1: com_ping 10,62171,31.7619,-106.485,rise
1743651875,1: com_ping 10,62171,31.7619,-106.485,peak
1743652026,1: com_ping 10,62171,31.7619,-106.485,set
1743699371,1: com_ping 10,62171,31.7619,-106.485,rise
1743699540,1: com_ping 10,62171,31.7619,-106.485,peak
1743699709,1: com_ping 10,62171,31.7619,-106.485,set
1743733993,1: com_ping 10,62171,31.7619,-106.485,rise
1743734136,1: com_ping 10,62171,31.7619,-106.485,peak
1743734278,1: com_ping 10,62171,31.7619,-106.485,set
1743781771,1: com_ping 10,62171,31.7619,-106.485,rise
1743781824,1: com_ping 10,62171,31.7619,-106.485,peak
1743781877,1: com_ping 10,62171,31.7619,-106.485,set
1743787305,1: com_ping 10,62171,31.7619,-106.485,rise
1743787419,1: com_ping 10,62171,31.7619,-106.485,peak
1743787535,1: com_ping 10,62171,31.7619,-106.485,set
1743821854,1: com_ping 10,62171,31.7619,-106.485,rise
1743822021,1: com_ping 10,62171,31.7619,-106.485,peak
1743822188,1: com_ping 10,62171,31.7619,-106.485,set
1743869544,1: com_ping 10,62171,31.7619,-106.485,rise
1743869710,1: com_ping 10,62171,31.7619,-106.485,peak
1743869876,1: com_ping 10,62171,31.7619,-106.485,set
1743904215,1: com_ping 10,62171,31.7619,-106.485,rise
1743904319,1: com_ping 10,62171,31.7619,-106.485,peak
1743904422,1: com_ping 10,62171,31.7619,-106.485,set
1743909840,1: com_ping 10,62171,31.7619,-106.485,rise
1743909919,1: com_ping 10,62171,31.7619,-106.485,peak
1743909998,1: com_ping 10,62171,31.7619,-106.485,set
1743957483,1: com_ping 10,62171,31.7619,-106.485,rise
1743957631,1: com_ping 10,62171,31.7619,-106.485,peak
1743957781,1: com_ping 10,62171,31.7619,-106.485,set
1743992085,1: com_ping 10,62171,31.7619,-106.485,rise
1743992255,1: com_ping 10,62171,31.7619,-106.485,peak
1743992425,1: com_ping 10,62171,31.7619,-106.485,set
1744039820,1: com_ping 10,62171,31.7619,-106.485,rise
1744039971,1: com_ping 10,62171,31.7619,-106.485,peak
1744040122,1: com_ping 10,62171,31.7619,-106.485,set
1744080072,1: com_ping 10,62171,31.7619,-106.485,rise
1744080203,1: com_ping 10,62171,31.7619,-106.485,peak
1744080335,1: com_ping 10,62171,31.7619,-106.485,set
1744127769,1: com_ping 10,62171,31.7619,-106.485,rise
1744127934,1: com_ping 10,62171,31.7619,-106.485,peak
1744128100,1: com_ping 10,62171,31.7619,-106.485,set
1744162414,1: com_ping 10,62171,31.7619,-106.485,rise
1744162578,1: com_ping 10,62171,31.7619,-106.485,peak
1744162741,1: com_ping 10,62171,31.7619,-106.485,set
1744210197,1: com_ping 10,62171,31.7619,-106.485,rise
1744210322,1: com_ping 10,62171,31.7619,-106.485,peak
1744210447,1: com_ping 10,62171,31.7619,-106.485,set
1744215893,1: com_ping 10,62171,31.7619,-106.485,rise
1744215935,1: com_ping 10,62171,31.7619,-106.485,peak
1744215977,1: com_ping 10,62171,31.7619,-106.485,set
1744250419,1: com_ping 10,62171,31.7619,-106.485,rise
1744250575,1: com_ping 10,62171,31.7619,-106.485,peak
1744250730,1: com_ping 10,62171,31.7619,-106.485,set
1744298156,1: com_ping 10,62171,31.7619,-106.485,rise
1744298327,1: com_ping 10,62171,31.7619,-106.485,peak
1744298500,1: com_ping 10,62171,31.7619,-106.485,set
1744332838,1: com_ping 10,62171,31.7619,-106.485,rise
1744332988,1: com_ping 10,62171,31.7619,-106.485,peak
1744333137,1: com_ping 10,62171,31.7619,-106.485,set
1744380677,1: com_ping 10,62171,31.7619,-106.485,rise
1744380762,1: com_ping 10,62171,31.7619,-106.485,peak
1744380846,1: com_ping 10,62171,31.7619,-106.485,set
1744386264,1: com_ping 10,62171,31.7619,-106.485,rise
1744386370,1: com_ping 10,62171,31.7619,-106.485,peak
1744386477,1: com_ping 10,62171,31.7619,-106.485,set
1744420866,1: com_ping 10,62171,31.7619,-106.485,rise
1744421034,1: com_ping 10,62171,31.7619,-106.485,peak
1744421201,1: com_ping 10,62171,31.7619,-106.485,set
1744468639,1: com_ping 10,62171,31.7619,-106.485,rise
1744468810,1: com_ping 10,62171,31.7619,-106.485,peak
1744468982,1: com_ping 10,62171,31.7619,-106.485,set
1744503354,1: com_ping 10,62171,31.7619,-106.485,rise
1744503485,1: com_ping 10,62171,31.7619,-106.485,peak
1744503616,1: com_ping 10,62171,31.7619,-106.485,set
1744556760,1: com_ping 10,62171,31.7619,-106.485,rise
1744556895,1: com_ping 10,62171,31.7619,-106.485,peak
1744557030,1: com_ping 10,62171,31.7619,-106.485,set
1744591406,1: com_ping 10,62171,31.7619,-106.485,rise
1744591580,1: com_ping 10,62171,31.7619,-106.485,peak
1744591753,1: com_ping 10,62171,31.7619,-106.485,set
1744639213,1: com_ping 10,62171,31.7619,-106.485,rise
1744639380,1: com_ping 10,62171,31.7619,-106.485,peak
1744639548,1: com_ping 10,62171,31.7619,-106.485,set
1744673962,1: com_ping 10,62171,31.7619,-106.485,rise
1744674070,1: com_ping 10,62171,31.7619,-106.485,peak
1744674177,1: com_ping 10,62171,31.7619,-106.485,set
1744679593,1: com_ping 10,62171,31.7619,-106.485,rise
1744679684,1: com_ping 10,62171,31.7619,-106.485,peak
1744679775,1: com_ping 10,62171,31.7619,-106.485,set
1744727357,1: com_ping 10,62171,31.7619,-106.485,rise
1744727507,1: com_ping 10,62171,31.7619,-106.485,peak
1744727659,1: com_ping 10,62171,31.7619,-106.485,set
1744762037,1: com_ping 10,62171,31.7619,-106.485,rise
1744762212,1: com_ping 10,62171,31.7619,-106.485,peak
1744762387,1: com_ping 10,62171,31.7619,-106.485,set
1744809877,1: com_ping 10,62171,31.7619,-106.485,rise
1744810038,1: com_ping 10,62171,31.7619,-106.485,peak
1744810200,1: com_ping 10,62171,31.7619,-106.485,set
1744844663,1: com_ping 10,62171,31.7619,-106.485,rise
1744844741,1: com_ping 10,62171,31.7619,-106.485,peak
1744844819,1: com_ping 10,62171,31.7619,-106.485,set
1744850243,1: com_ping 10,62171,31.7619,-106.485,rise
1744850363,1: com_ping 10,62171,31.7619,-106.485,peak
1744850482,1: com_ping 10,62171,31.7619,-106.485,set
1744898047,1: com_ping 10,62171,31.7619,-106.485,rise
1744898207,1: com_ping 10,62171,31.7619,-106.485,peak
1744898369,1: com_ping 10,62171,31.7619,-106.485,set
1744932757,1: com_ping 10,62171,31.7619,-106.485,rise
1744932931,1: com_ping 10,62171,31.7619,-106.485,peak
1744933105,1: com_ping 10,62171,31.7619,-106.485,set
1744980628,1: com_ping 10,62171,31.7619,-106.485,rise
1744980782,1: com_ping 10,62171,31.7619,-106.485,peak
1744980936,1: com_ping 10,62171,31.7619,-106.485,set
1745015462,1: com_ping 10,62171,31.7619,-106.485,rise
1745015499,1: com_ping 10,62171,31.7619,-106.485,peak
1745015537,1: com_ping 10,62171,31.7619,-106.485,set
1745020992,1: com_ping 10,62171,31.7619,-106.485,rise
1745021128,1: com_ping 10,62171,31.7619,-106.485,peak
1745021263,1: com_ping 10,62171,31.7619,-106.485,set
1745068827,1: com_ping 10,62171,31.7619,-106.485,rise
1745068994,1: com_ping 10,62171,31.7619,-106.485,peak
1745069162,1: com_ping 10,62171,31.7619,-106.485,set
1745103563,1: com_ping 10,62171,31.7619,-106.485,rise
1745103735,1: com_ping 10,62171,31.7619,-106.485,peak
1745103908,1: com_ping 10,62171,31.7619,-106.485,set
1745151464,1: com_ping 10,62171,31.7619,-106.485,rise
1745151611,1: com_ping 10,62171,31.7619,-106.485,peak
1745151760,1: com_ping 10,62171,31.7619,-106.485,set
1745191832,1: com_ping 10,62171,31.7619,-106.485,rise
1745191978,1: com_ping 10,62171,31.7619,-106.485,peak
1745192123,1: com_ping 10,62171,31.7619,-106.485,set
1745239696,1: com_ping 10,62171,31.7619,-106.485,rise
1745239866,1: com_ping 10,62171,31.7619,-106.485,peak
1745240038,1: com_ping 10,62171,31.7619,-106.485,set
1745274454,1: com_ping 10,62171,31.7619,-106.485,rise
1745274625,1: com_ping 10,62171,31.7619,-106.485,peak
1745274796,1: com_ping 10,62171,31.7619,-106.485,set
1745322383,1: com_ping 10,62171,31.7619,-106.485,rise
1745322526,1: com_ping 10,62171,31.7619,-106.485,peak
1745322669,1: com_ping 10,62171,31.7619,-106.485,set
1745362761,1: com_ping 10,62171,31.7619,-106.485,rise
1745362912,1: com_ping 10,62171,31.7619,-106.485,peak
1745363063,1: com_ping 10,62171,31.7619,-106.485,set
1745410651,1: com_ping 10,62171,31.7619,-106.485,rise
1745410824,1: com_ping 10,62171,31.7619,-106.485,peak
1745410997,1: com_ping 10,62171,31.7619,-106.485,set
1745445429,1: com_ping 10,62171,31.7619,-106.485,rise
1745445600,1: com_ping 10,62171,31.7619,-106.485,peak
1745445770,1: com_ping 10,62171,31.7619,-106.485,set
1745493383,1: com_ping 10,62171,31.7619,-106.485,rise
1745493525,1: com_ping 10,62171,31.7619,-106.485,peak
1745493666,1: com_ping 10,62171,31.7619,-106.485,set
1745499151,1: com_ping 10,62171,31.7619,-106.485,rise
1745499162,1: com_ping 10,62171,31.7619,-106.485,peak
1745499173,1: com_ping 10,62171,31.7619,-106.485,set
1745533776,1: com_ping 10,62171,31.7619,-106.485,rise
1745533930,1: com_ping 10,62171,31.7619,-106.485,peak
1745534084,1: com_ping 10,62171,31.7619,-106.485,set
1745581692,1: com_ping 10,62171,31.7619,-106.485,rise
1745581865,1: com_ping 10,62171,31.7619,-106.485,peak
1745582040,1: com_ping 10,62171,31.7619,-106.485,set
1745616487,1: com_ping 10,62171,31.7619,-106.485,rise
1745616659,1: com_ping 10,62171,31.7619,-106.485,peak
1745616830,1: com_ping 10,62171,31.7619,-106.485,set
1745664464,1: com_ping 10,62171,31.7619,-106.485,rise
1745664607,1: com_ping 10,62171,31.7619,-106.485,peak
1745664750,1: com_ping 10,62171,31.7619,-106.485,set
1745670237,1: com_ping 10,62171,31.7619,-106.485,rise
1745670247,1: com_ping 10,62171,31.7619,-106.485,peak
1745670258,1: com_ping 10,62171,31.7619,-106.485,set
1745704878,1: com_ping 10,62171,31.7619,-106.485,rise
1745705032,1: com_ping 10,62171,31.7619,-106.485,peak
1745705186,1: com_ping 10,62171,31.7619,-106.485,set
1745752817,1: com_ping 10,62171,31.7619,-106.485,rise
1745752991,1: com_ping 10,62171,31.7619,-106.485,peak
1745753166,1: com_ping 10,62171,31.7619,-106.485,set
1745787627,1: com_ping 10,62171,31.7619,-106.485,rise
1745787801,1: com_ping 10,62171,31.7619,-106.485,peak
1745787974,1: com_ping 10,62171,31.7619,-106.485,set
1745835625,1: com_ping 10,62171,31.7619,-106.485,rise
1745835772,1: com_ping 10,62171,31.7619,-106.485,peak
1745835920,1: com_ping 10,62171,31.7619,-106.485,set
1745876066,1: com_ping 10,62171,31.7619,-106.485,rise
1745876217,1: com_ping 10,62171,31.7619,-106.485,peak
1745876368,1: com_ping 10,62171,31.7619,-106.485,set
1745924027,1: com_ping 10,62171,31.7619,-106.485,rise
1745924199,1: com_ping 10,62171,31.7619,-106.485,peak
1745924374,1: com_ping 10,62171,31.7619,-106.485,set
1745958850,1: com_ping 10,62171,31.7619,-106.485,rise
1745959027,1: com_ping 10,62171,31.7619,-106.485,peak
1745959203,1: com_ping 10,62171,31.7619,-106.485,set
1746006865,1: com_ping 10,62171,31.7619,-106.485,rise
1746007019,1: com_ping 10,62171,31.7619,-106.485,peak
1746007174,1: com_ping 10,62171,31.7619,-106.485,set
1746041794,1: com_ping 10,62171,31.7619,-106.485,rise
1746041838,1: com_ping 10,62171,31.7619,-106.485,peak
1746041882,1: com_ping 10,62171,31.7619,-106.485,set
1746047339,1: com_ping 10,62171,31.7619,-106.485,rise
1746047484,1: com_ping 10,62171,31.7619,-106.485,peak
1746047629,1: com_ping 10,62171,31.7619,-106.485,set
1746095320,1: com_ping 10,62171,31.7619,-106.485,rise
1746095491,1: com_ping 10,62171,31.7619,-106.485,peak
1746095662,1: com_ping 10,62171,31.7619,-106.485,set
1746130154,1: com_ping 10,62171,31.7619,-106.485,rise
1746130334,1: com_ping 10,62171,31.7619,-106.485,peak
1746130514,1: com_ping 10,62171,31.7619,-106.485,set
1746178187,1: com_ping 10,62171,31.7619,-106.485,rise
1746178349,1: com_ping 10,62171,31.7619,-106.485,peak
1746178512,1: com_ping 10,62171,31.7619,-106.485,set
1746213105,1: com_ping 10,62171,31.7619,-106.485,rise
1746213188,1: com_ping 10,62171,31.7619,-106.485,peak
1746213270,1: com_ping 10,62171,31.7619,-106.485,set
1746218699,1: com_ping 10,62171,31.7619,-106.485,rise
1746218833,1: com_ping 10,62171,31.7619,-106.485,peak
1746218966,1: com_ping 10,62171,31.7619,-106.485,set
1746266699,1: com_ping 10,62171,31.7619,-106.485,rise
1746266864,1: com_ping 10,62171,31.7619,-106.485,peak
1746267031,1: com_ping 10,62171,31.7619,-106.485,set
1746301541,1: com_ping 10,62171,31.7619,-106.485,rise
1746301724,1: com_ping 10,62171,31.7619,-106.485,peak
1746301906,1: com_ping 10,62171,31.7619,-106.485,set
1746349589,1: com_ping 10,62171,31.7619,-106.485,rise
1746349760,1: com_ping 10,62171,31.7619,-106.485,peak
1746349931,1: com_ping 10,62171,31.7619,-106.485,set
1746384506,1: com_ping 10,62171,31.7619,-106.485,rise
1746384619,1: com_ping 10,62171,31.7619,-106.485,peak
1746384731,1: com_ping 10,62171,31.7619,-106.485,set
1746390147,1: com_ping 10,62171,31.7619,-106.485,rise
1746390262,1: com_ping 10,62171,31.7619,-106.485,peak
1746390376,1: com_ping 10,62171,31.7619,-106.485,set
1746438163,1: com_ping 10,62171,31.7619,-106.485,rise
1746438319,1: com_ping 10,62171,31.7619,-106.485,peak
1746438477,1: com_ping 10,62171,31.7619,-106.485,set
1746473010,1: com_ping 10,62171,31.7619,-106.485,rise
1746473194,1: com_ping 10,62171,31.7619,-106.485,peak
1746473378,1: com_ping 10,62171,31.7619,-106.485,set
1746521074,1: com_ping 10,62171,31.7619,-106.485,rise
1746521252,1: com_ping 10,62171,31.7619,-106.485,peak
1746521430,1: com_ping 10,62171,31.7619,-106.485,set
1746555993,1: com_ping 10,62171,31.7619,-106.485,rise
1746556131,1: com_ping 10,62171,31.7619,-106.485,peak
1746556267,1: com_ping 10,62171,31.7619,-106.485,set
1746561693,1: com_ping 10,62171,31.7619,-106.485,rise
1746561771,1: com_ping 10,62171,31.7619,-106.485,peak
1746561849,1: com_ping 10,62171,31.7619,-106.485,set
1746604164,1: com_ping 10,62171,31.7619,-106.485,rise
1746604217,1: com_ping 10,62171,31.7619,-106.485,peak
1746604270,1: com_ping 10,62171,31.7619,-106.485,set
1746609715,1: com_ping 10,62171,31.7619,-106.485,rise
1746609856,1: com_ping 10,62171,31.7619,-106.485,peak
1746609998,1: com_ping 10,62171,31.7619,-106.485,set
1746644562,1: com_ping 10,62171,31.7619,-106.485,rise
1746644745,1: com_ping 10,62171,31.7619,-106.485,peak
1746644926,1: com_ping 10,62171,31.7619,-106.485,set
1746692642,1: com_ping 10,62171,31.7619,-106.485,rise
1746692824,1: com_ping 10,62171,31.7619,-106.485,peak
1746693008,1: com_ping 10,62171,31.7619,-106.485,set
1746727565,1: com_ping 10,62171,31.7619,-106.485,rise
1746727723,1: com_ping 10,62171,31.7619,-106.485,peak
1746727880,1: com_ping 10,62171,31.7619,-106.485,set
1746775715,1: com_ping 10,62171,31.7619,-106.485,rise
1746775825,1: com_ping 10,62171,31.7619,-106.485,peak
1746775936,1: com_ping 10,62171,31.7619,-106.485,set
1746781358,1: com_ping 10,62171,31.7619,-106.485,rise
1746781474,1: com_ping 10,62171,31.7619,-106.485,peak
1746781590,1: com_ping 10,62171,31.7619,-106.485,set
1746816199,1: com_ping 10,62171,31.7619,-106.485,rise
1746816374,1: com_ping 10,62171,31.7619,-106.485,peak
1746816549,1: com_ping 10,62171,31.7619,-106.485,set
1746864295,1: com_ping 10,62171,31.7619,-106.485,rise
1746864477,1: com_ping 10,62171,31.7619,-106.485,peak
1746864661,1: com_ping 10,62171,31.7619,-106.485,set
1746899221,1: com_ping 10,62171,31.7619,-106.485,rise
1746899394,1: com_ping 10,62171,31.7619,-106.485,peak
1746899567,1: com_ping 10,62171,31.7619,-106.485,set
1746947369,1: com_ping 10,62171,31.7619,-106.485,rise
1746947513,1: com_ping 10,62171,31.7619,-106.485,peak
1746947659,1: com_ping 10,62171,31.7619,-106.485,set
1746953110,1: com_ping 10,62171,31.7619,-106.485,rise
1746953172,1: com_ping 10,62171,31.7619,-106.485,peak
1746953236,1: com_ping 10,62171,31.7619,-106.485,set
1746987921,1: com_ping 10,62171,31.7619,-106.485,rise
1746988082,1: com_ping 10,62171,31.7619,-106.485,peak
1746988243,1: com_ping 10,62171,31.7619,-106.485,set
1747036033,1: com_ping 10,62171,31.7619,-106.485,rise
1747036210,1: com_ping 10,62171,31.7619,-106.485,peak
1747036389,1: com_ping 10,62171,31.7619,-106.485,set
1747070960,1: com_ping 10,62171,31.7619,-106.485,rise
1747071144,1: com_ping 10,62171,31.7619,-106.485,peak
1747071328,1: com_ping 10,62171,31.7619,-106.485,set
1747119113,1: com_ping 10,62171,31.7619,-106.485,rise
1747119281,1: com_ping 10,62171,31.7619,-106.485,peak
1747119450,1: com_ping 10,62171,31.7619,-106.485,set
1747154108,1: com_ping 10,62171,31.7619,-106.485,rise
1747154210,1: com_ping 10,62171,31.7619,-106.485,peak
1747154313,1: com_ping 10,62171,31.7619,-106.485,set
1747159735,1: com_ping 10,62171,31.7619,-106.485,rise
1747159868,1: com_ping 10,62171,31.7619,-106.485,peak
1747160001,1: com_ping 10,62171,31.7619,-106.485,set
1747207860,1: com_ping 10,62171,31.7619,-106.485,rise
1747208023,1: com_ping 10,62171,31.7619,-106.485,peak
1747208188,1: com_ping 10,62171,31.7619,-106.485,set
1747242783,1: com_ping 10,62171,31.7619,-106.485,rise
1747242971,1: com_ping 10,62171,31.7619,-106.485,peak
1747243159,1: com_ping 10,62171,31.7619,-106.485,set
1747290946,1: com_ping 10,62171,31.7619,-106.485,rise
1747291128,1: com_ping 10,62171,31.7619,-106.485,peak
1747291310,1: com_ping 10,62171,31.7619,-106.485,set
1747325933,1: com_ping 10,62171,31.7619,-106.485,rise
1747326080,1: com_ping 10,62171,31.7619,-106.485,peak
1747326227,1: com_ping 10,62171,31.7619,-106.485,set
1747331660,1: com_ping 10,62171,31.7619,-106.485,rise
1747331730,1: com_ping 10,62171,31.7619,-106.485,peak
1747331801,1: com_ping 10,62171,31.7619,-106.485,set
1747374174,1: com_ping 10,62171,31.7619,-106.485,rise
1747374263,1: com_ping 10,62171,31.7619,-106.485,peak
1747374352,1: com_ping 10,62171,31.7619,-106.485,set
1747379780,1: com_ping 10,62171,31.7619,-106.485,rise
1747379916,1: com_ping 10,62171,31.7619,-106.485,peak
1747380053,1: com_ping 10,62171,31.7619,-106.485,set
1747414692,1: com_ping 10,62171,31.7619,-106.485,rise
1747414875,1: com_ping 10,62171,31.7619,-106.485,peak
1747415057,1: com_ping 10,62171,31.7619,-106.485,set
1747462868,1: com_ping 10,62171,31.7619,-106.485,rise
1747463053,1: com_ping 10,62171,31.7619,-106.485,peak
1747463241,1: com_ping 10,62171,31.7619,-106.485,set
1747497851,1: com_ping 10,62171,31.7619,-106.485,rise
1747498026,1: com_ping 10,62171,31.7619,-106.485,peak
1747498199,1: com_ping 10,62171,31.7619,-106.485,set
1747546076,1: com_ping 10,62171,31.7619,-106.485,rise
1747546221,1: com_ping 10,62171,31.7619,-106.485,peak
1747546368,1: com_ping 10,62171,31.7619,-106.485,set
1747551814,1: com_ping 10,62171,31.7619,-106.485,rise
1747551889,1: com_ping 10,62171,31.7619,-106.485,peak
1747551964,1: com_ping 10,62171,31.7619,-106.485,set
1747586690,1: com_ping 10,62171,31.7619,-106.485,rise
1747586854,1: com_ping 10,62171,31.7619,-106.485,peak
1747587018,1: com_ping 10,62171,31.7619,-106.485,set
1747634879,1: com_ping 10,62171,31.7619,-106.485,rise
1747635058,1: com_ping 10,62171,31.7619,-106.485,peak
1747635238,1: com_ping 10,62171,31.7619,-106.485,set
1747669859,1: com_ping 10,62171,31.7619,-106.485,rise
1747670047,1: com_ping 10,62171,31.7619,-106.485,peak
1747670235,1: com_ping 10,62171,31.7619,-106.485,set
1747718083,1: com_ping 10,62171,31.7619,-106.485,rise
1747718258,1: com_ping 10,62171,31.7619,-106.485,peak
1747718435,1: com_ping 10,62171,31.7619,-106.485,set
1747753120,1: com_ping 10,62171,31.7619,-106.485,rise
1747753245,1: com_ping 10,62171,31.7619,-106.485,peak
1747753370,1: com_ping 10,62171,31.7619,-106.485,set
1747758788,1: com_ping 10,62171,31.7619,-106.485,rise
1747758908,1: com_ping 10,62171,31.7619,-106.485,peak
1747759028,1: com_ping 10,62171,31.7619,-106.485,set
1747806986,1: com_ping 10,62171,31.7619,-106.485,rise
1747807142,1: com_ping 10,62171,31.7619,-106.485,peak
1747807299,1: com_ping 10,62171,31.7619,-106.485,set
1747841954,1: com_ping 10,62171,31.7619,-106.485,rise
1747842143,1: com_ping 10,62171,31.7619,-106.485,peak
1747842331,1: com_ping 10,62171,31.7619,-106.485,set
1747890186,1: com_ping 10,62171,31.7619,-106.485,rise
1747890374,1: com_ping 10,62171,31.7619,-106.485,peak
1747890562,1: com_ping 10,62171,31.7619,-106.485,set
1747925215,1: com_ping 10,62171,31.7619,-106.485,rise
1747925383,1: com_ping 10,62171,31.7619,-106.485,peak
1747925552,1: com_ping 10,62171,31.7619,-106.485,set
1747973499,1: com_ping 10,62171,31.7619,-106.485,rise
1747973635,1: com_ping 10,62171,31.7619,-106.485,peak
1747973771,1: com_ping 10,62171,31.7619,-106.485,set
1747979202,1: com_ping 10,62171,31.7619,-106.485,rise
1747979305,1: com_ping 10,62171,31.7619,-106.485,peak
1747979408,1: com_ping 10,62171,31.7619,-106.485,set
1748014139,1: com_ping 10,62171,31.7619,-106.485,rise
1748014312,1: com_ping 10,62171,31.7619,-106.485,peak
1748014484,1: com_ping 10,62171,31.7619,-106.485,set
1748062384,1: com_ping 10,62171,31.7619,-106.485,rise
1748062567,1: com_ping 10,62171,31.7619,-106.485,peak
1748062752,1: com_ping 10,62171,31.7619,-106.485,set
1748097405,1: com_ping 10,62171,31.7619,-106.485,rise
1748097595,1: com_ping 10,62171,31.7619,-106.485,peak
1748097783,1: com_ping 10,62171,31.7619,-106.485,set
1748145684,1: com_ping 10,62171,31.7619,-106.485,rise
1748145859,1: com_ping 10,62171,31.7619,-106.485,peak
1748146036,1: com_ping 10,62171,31.7619,-106.485,set
1748180758,1: com_ping 10,62171,31.7619,-106.485,rise
1748180884,1: com_ping 10,62171,31.7619,-106.485,peak
1748181009,1: com_ping 10,62171,31.7619,-106.485,set
1748186428,1: com_ping 10,62171,31.7619,-106.485,rise
1748186553,1: com_ping 10,62171,31.7619,-106.485,peak
1748186679,1: com_ping 10,62171,31.7619,-106.485,set
1748229156,1: com_ping 10,62171,31.7619,-106.485,rise
1748229179,1: com_ping 10,62171,31.7619,-106.485,peak
1748229201,1: com_ping 10,62171,31.7619,-106.485,set
1748234681,1: com_ping 10,62171,31.7619,-106.485,rise
1748234839,1: com_ping 10,62171,31.7619,-106.485,peak
1748234998,1: com_ping 10,62171,31.7619,-106.485,set
1748269687,1: com_ping 10,62171,31.7619,-106.485,rise
1748269878,1: com_ping 10,62171,31.7619,-106.485,peak
1748270068,1: com_ping 10,62171,31.7619,-106.485,set
1748317972,1: com_ping 10,62171,31.7619,-106.485,rise
1748318161,1: com_ping 10,62171,31.7619,-106.485,peak
1748318352,1: com_ping 10,62171,31.7619,-106.485,set
1748353035,1: com_ping 10,62171,31.7619,-106.485,rise
1748353210,1: com_ping 10,62171,31.7619,-106.485,peak
1748353383,1: com_ping 10,62171,31.7619,-106.485,set
1748401364,1: com_ping 10,62171,31.7619,-106.485,rise
1748401511,1: com_ping 10,62171,31.7619,-106.485,peak
1748401659,1: com_ping 10,62171,31.7619,-106.485,set
1748407100,1: com_ping 10,62171,31.7619,-106.485,rise
